File Name,Extension,Creation Time,Modified Time,File Directory,File Drive,File Size
multi_lingual,.ico,Fri May 20 19:58:40 2022,Fri Oct  7 17:32:12 2011,multi_lingual,D:,5430
multi_lingual,.inc,Fri May 20 19:58:41 2022,Fri Oct  7 16:34:22 2011,multi_lingual,D:,365
rsrc,.rc,Fri May 20 19:58:41 2022,Fri Oct  7 17:20:10 2011,multi_lingual,D:,7426
append$,.asm,Fri May 20 19:58:40 2022,Tue Oct 18 02:44:04 2011,append$,D:,1637
append$,.exe,Fri May 20 19:58:42 2022,Tue Oct 18 07:22:32 2011,append$,D:,3072
makeit,.bat,Fri May 20 19:58:40 2022,Tue Oct 18 02:36:41 2011,append$,D:,714
cat$,.asm,Fri May 20 19:58:40 2022,Tue Oct 18 16:11:15 2011,cat$,D:,1566
cat$,.exe,Fri May 20 19:58:42 2022,Tue Oct 18 16:11:48 2011,cat$,D:,3072
makeit,.bat,Fri May 20 19:58:40 2022,Tue Oct 18 16:10:58 2011,cat$,D:,687
find$,.asm,Fri May 20 19:58:40 2022,Tue Oct 18 09:40:02 2011,find$,D:,1141
find$,.exe,Fri May 20 19:58:42 2022,Tue Oct 18 09:53:57 2011,find$,D:,2560
makeit,.bat,Fri May 20 19:58:40 2022,Tue Oct 18 09:53:02 2011,find$,D:,696
makeit,.bat,Fri May 20 19:58:40 2022,Tue Oct 18 16:05:42 2011,switch$,D:,714
switch$,.asm,Fri May 20 19:58:40 2022,Tue Oct 18 16:17:26 2011,switch$,D:,1791
switch$,.exe,Fri May 20 19:58:42 2022,Tue Oct 18 16:17:47 2011,switch$,D:,3072
bluegrad,.bmp,Fri May 20 19:58:40 2022,Sat Oct 15 11:35:39 2011,template,D:,310
makeit,.bat,Fri May 20 19:58:40 2022,Sat Oct 15 11:35:39 2011,template,D:,1586
misc,.asm,Fri May 20 19:58:40 2022,Sat Oct 15 11:35:39 2011,template,D:,8215
rsrc,.rc,Fri May 20 19:58:41 2022,Sat Oct 15 11:35:39 2011,template,D:,2498
template,.asm,Fri May 20 19:58:40 2022,Sat Nov 12 10:35:26 2011,template,D:,11863
template,.exe,Fri May 20 19:58:42 2022,Sat Nov 12 10:35:29 2011,template,D:,18944
template,.ico,Fri May 20 19:58:41 2022,Sat Oct 15 11:35:39 2011,template,D:,766
template,.inc,Fri May 20 19:58:41 2022,Sat Oct 15 11:35:39 2011,template,D:,5879
template,.xml,Fri May 20 19:58:41 2022,Sat Oct 15 11:35:39 2011,template,D:,441
toolbar,.bmp,Fri May 20 19:58:40 2022,Sat Oct 15 11:35:39 2011,template,D:,8310
Fpu,.inc,Fri May 20 19:58:41 2022,Tue May  3 14:12:52 2005,fpulib,D:,1924
fpu,.lib,Fri May 20 19:58:41 2022,Fri May 20 20:01:15 2022,fpulib,D:,20376
FpuAbs,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 06:45:52 2005,fpulib,D:,4881
FpuAdd,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 06:47:52 2005,fpulib,D:,7137
FpuArccos,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 06:53:28 2005,fpulib,D:,5441
FpuArccosh,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 06:59:08 2005,fpulib,D:,5770
FpuArcsin,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 07:03:22 2005,fpulib,D:,5959
FpuArcsinh,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 07:09:10 2005,fpulib,D:,5759
FpuArctan,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 07:11:20 2005,fpulib,D:,5626
FpuArctanh,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 07:13:20 2005,fpulib,D:,5551
FpuAtoFL,.asm,Fri May 20 19:58:40 2022,Thu Dec  7 08:53:22 2006,fpulib,D:,13318
FpuChs,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 09:21:00 2005,fpulib,D:,4860
FpuComp,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 07:43:58 2005,fpulib,D:,6258
FpuCos,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 07:45:44 2005,fpulib,D:,5956
FpuCosh,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 07:47:12 2005,fpulib,D:,5879
FpuDiv,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 07:48:42 2005,fpulib,D:,7239
FpuEexpX,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 07:50:08 2005,fpulib,D:,6682
FpuExam,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 07:51:40 2005,fpulib,D:,5015
FpuFLtoA,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 07:55:40 2005,fpulib,D:,13915
fpulib,.txt,Fri May 20 19:58:41 2022,Fri Dec 15 10:17:34 2006,fpulib,D:,3042
FpuLnx,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 07:57:54 2005,fpulib,D:,5887
FpuLogx,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 07:59:22 2005,fpulib,D:,5917
FpuMul,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 08:00:46 2005,fpulib,D:,7145
FpuRound,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 08:02:44 2005,fpulib,D:,5492
FpuSin,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 08:04:18 2005,fpulib,D:,5973
FpuSinh,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 08:05:34 2005,fpulib,D:,5942
FpuSize,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 08:51:50 2005,fpulib,D:,5695
FpuSqrt,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 09:01:32 2005,fpulib,D:,5958
FpuState,.asm,Fri May 20 19:58:40 2022,Tue May  3 14:12:12 2005,fpulib,D:,9424
FpuSub,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 09:06:32 2005,fpulib,D:,7136
FpuTan,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 09:07:58 2005,fpulib,D:,6035
FpuTanh,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 09:09:28 2005,fpulib,D:,5449
FpuTexpX,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 09:11:14 2005,fpulib,D:,6660
FpuTrunc,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 09:12:40 2005,fpulib,D:,5527
FpuXexpY,.asm,Fri May 20 19:58:40 2022,Sun Jan 23 09:14:10 2005,fpulib,D:,8030
MAKE,.BAT,Fri May 20 19:58:40 2022,Thu Oct  6 15:22:06 2011,fpulib,D:,421
asmintro,.chm,Fri May 20 19:58:40 2022,Tue Oct 16 12:16:28 2007,help,D:,37579
DateTime,.chm,Fri May 20 19:58:40 2022,Tue Aug  5 04:13:12 2008,help,D:,20483
fpuhelp,.chm,Fri May 20 19:58:40 2022,Sat Dec 29 19:01:22 2007,help,D:,45235
hlhelp,.chm,Fri May 20 19:58:40 2022,Sun Dec  4 10:21:03 2011,help,D:,90027
imdialog,.chm,Fri May 20 19:58:40 2022,Sun Mar 20 04:32:44 2011,help,D:,28131
masm32,.chm,Fri May 20 19:58:40 2022,Sat Oct 20 15:19:38 2007,help,D:,96302
masmlib,.chm,Fri May 20 19:58:40 2022,Sun Nov  6 04:03:49 2011,help,D:,89395
opcodes,.chm,Fri May 20 19:58:40 2022,Mon Oct 22 14:36:20 2007,help,D:,59501
qeditor,.chm,Fri May 20 19:58:40 2022,Sun Aug 10 07:58:08 2008,help,D:,85204
VKDebug,.chm,Fri May 20 19:58:40 2022,Thu Jun 12 04:24:14 2008,help,D:,23286
1394bus,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,541
acledit,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1042
aclui,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,612
acpisim,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1833
activeds,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2038
adptif,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2838
advapi32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,64785
advapip,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,70539
advpack,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2402
apidll,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,565
appmgmts,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1254
arbiter,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,873
asycfilt,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,569
authz,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1574
basesrv,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,722
batmeter,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,728
battc,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,845
bdasup,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1836
bhsupp,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,517
bignumsdk,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,612
bldlibs,.bat,Fri May 20 19:58:40 2022,Fri Nov 25 03:43:24 2011,include,D:,6833
cabinet,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,932
ccfapi32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,796
certadm,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2497
certidl,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,506
cfgmgr,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,4703
cfgmgr32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,22093
classpnp,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,3783
clusapi,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,6978
comctl32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,7072
comdlg32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2983
compstui,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,880
comsvcs,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1440
credui,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2182
crypt32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,16998
cryptdll,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1128
cryptnet,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1104
cryptui,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,5811
cscdll,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,7342
csq,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,765
d3d8,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,514
d3dpmesh,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,592
d3dx,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,4389
d3dx8,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,4442
d3dx8d,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,21052
d3dxof,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,527
DateTime,.inc,Fri May 20 19:58:41 2022,Fri Jul 25 15:34:20 2008,include,D:,3526
dbghelp,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,3866
ddraw,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1496
debug,.inc,Fri May 20 19:58:41 2022,Sun Sep 15 17:12:52 2002,include,D:,23188
decoder,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2588
delayimp,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,883
delayload,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,889
devmgr,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,611
dflayout,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,562
dhcpcsvc,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2823
dialogs,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,19786
dinput,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,830
dinput8,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,562
dlcapi,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,754
dnsapi,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,10941
dnscrcli,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,958
dnslib,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,6347
dnsperf,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,646
dnsrpc,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,3575
dnsrslvr,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,587
dplay,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,584
dplayx,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1151
dpmodemx,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,527
dpserial,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,540
dpwsock,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,535
dpwsockx,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,649
drmk,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,918
dsetup,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1906
dsound,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1445
dsprop,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1006
dssec,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,860
dststlog,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,529
dsuiext,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,3706
dtchelp,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1037
dxapi,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,858
elfapi,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1702
esent,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,9242
excppkg,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2357
exsup,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,450
fci,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,5592
fdi,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,3746
feclient,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,546
fpu,.inc,Fri May 20 19:58:41 2022,Tue May  3 14:12:52 2005,include,D:,1924
framedyd,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,547
framedyn,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,547
ftsrch,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2065
gapi32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,9601
gdi32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,26913
gdiplus,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,38125
glaux,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,6574
glmf32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,6045
glu32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,3543
gpedit,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,991
hal,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,4068
hcaport,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1593
hid,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,3506
hidclass,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,589
hidparse,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2818
hlink,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2512
hpmon,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1291
htmlhelp,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,950
iashlpr,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,874
icm32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1956
icmui,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,717
iesetup,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,528
imagehlp,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,5174
imgutil,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,952
imm32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,7900
inc2l,.exe,Fri May 20 19:58:42 2022,Tue Oct  4 14:31:01 2011,include,D:,15392
incs,.txt,Fri May 20 19:58:41 2022,Tue Oct  4 14:31:01 2011,include,D:,4326
inseng,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,844
iphlpapi,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,9036
iprop,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,907
kerbcli,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,658
kernel32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,69018
kernl32p,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,79873
ks,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,13118
ksecdd,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,3622
ksproxy,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,883
ksuser,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,710
libc,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,11399
libcpsx,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1501
llsrpc,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,12284
loadperf,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2503
logonsrv,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1777
lsadll,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,963
lsasrv,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,9786
lsasrvd,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,7856
lvcodek,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,550
lz32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1360
mapi32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,8866
masm32,.inc,Fri May 20 19:58:41 2022,Fri Nov 25 04:55:44 2011,include,D:,16342
masm32rt,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,3217
mcd,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,748
mcd32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2929
mcdsrv32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,750
mciole32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1322
mgmtapi,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1013
miglib,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,20863
mmc,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1605
mobsync,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,826
mobsyncp,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1776
mpr,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,6167
mprapi,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,8051
mprsnap,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,600
mqmail,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,4281
mqrt,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2653
msacm32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,4705
msasn1,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,15769
mscms,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,6666
msdmo,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1495
msi,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,37575
msimg32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,773
mspbase,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,4965
msports,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1088
msrating,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1745
mssachlp,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,835
mstask,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1133
msv1_0,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1549
msvcrt,.inc,Fri May 20 20:00:44 2022,Fri May 20 20:00:44 2022,include,D:,61919
mswsock,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2858
mtx,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,582
nal,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2073
nddeapi,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,4445
ndis,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,16617
ndrd,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1010
netapi32,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,16424
netlib,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,16121
netrap,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1431
netui2,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,845
newdev,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1646
nia35det,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,567
nibcdet,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,562
nlmonlib,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1334
nmapi,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,8375
nmsupp,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1762
npptools,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2689
nt,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,731
ntdll,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,71839
ntdsa,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,7383
ntdsapi,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,12918
ntdsatq,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,2466
ntdsbcli,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,3936
ntdsetup,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1404
ntfrsapi,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,3726
ntlanman,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1708
ntlanui,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,927
ntlsapi,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,675
ntmarta,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,3024
ntmsapi,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,7294
ntoskrnl,.inc,Fri May 20 19:58:41 2022,Mon Dec  5 01:11:52 2011,include,D:,76971
ntquery,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,1805
ntstrsafe,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,7860
ntvdm,.inc,Fri May 20 19:58:41 2022,Wed Nov  9 14:31:01 2011,include,D:,6464
